,Name,RAM,ROM,Extended_memory,Battery,Processor,Price
0,POCO M3,6,64,512,6000,Qualcomm Snapdragon 662 Processor,10999
1,REDMI 9 Power,4,64,0,6000,Qualcomm Snapdragon 662 Processor,10499
2,POCO M3,6,64,512,6000,Qualcomm Snapdragon 662 Processor,10999
3,SAMSUNG Galaxy F41,6,128,512,6000,Exynos 9611 Processor,14499
4,POCO M3,6,128,512,6000,Qualcomm Snapdragon 662 Processor,11999
5,realme 8 5G,4,64,1,5000,MediaTek Dimensity 700 MT6833 Processor,13999
6,realme 8 5G,8,128,1,5000,MediaTek Dimensity 700 MT6833 Processor,16999
7,realme C25,4,128,256,6000,MediaTek Helio G70 Processor,10499
8,realme C25,4,128,256,6000,MediaTek Helio G70 Processor,10499
9,REDMI 9 Power,4,64,0,6000,Qualcomm Snapdragon 662 Processor,10499
10,POCO M3,6,128,512,6000,Qualcomm Snapdragon 662 Processor,11999
11,Infinix Hot 10,6,128,256,5200,MediaTek Helio G70 Processor,10999
12,POCO X3 Pro,6,128,1,5160,Qualcomm Snapdragon 860 Processor,18999
13,REDMI Note 9,4,64,512,5020,MediaTek Helio G85 Processor,10999
14,REDMI 9 Power,6,128,0,6000,Qualcomm Snapdragon 662 Processor,12999
15,REDMI 9 Power,4,64,0,6000,Qualcomm Snapdragon 662 Processor,10499
16,POCO M3,6,64,512,6000,Qualcomm Snapdragon 662 Processor,10999
17,realme 8 5G,4,128,1,5000,MediaTek Dimensity 700 MT6833 Processor,14999
18,realme 8 5G,4,128,1,5000,MediaTek Dimensity 700 MT6833 Processor,14999
19,realme 8 5G,8,128,1,5000,MediaTek Dimensity 700 MT6833 Processor,16999
20,realme 8 5G,4,64,1,5000,MediaTek Dimensity 700 MT6833 Processor,13999
21,POCO X3,6,64,512,6000,Qualcomm Snapdragon 732G Processor,14999
22,SAMSUNG Galaxy F12,4,128,512,6000,Exynos 850 Processor,10999
23,OPPO A53s 5G,6,128,1,5000,MediaTek Dimensity 700 Processor,14990
24,OPPO A53s 5G,6,128,1,5000,MediaTek Dimensity 700 Processor,14990
25,realme 8,8,128,256,5000,MediaTek Helio G95 Processor,15999
26,realme 8,6,128,256,5000,MediaTek Helio G95 Processor,14999
27,realme 8,6,128,256,5000,MediaTek Helio G95 Processor,14999
28,realme 8,4,128,256,5000,MediaTek Helio G95 Processor,13999
29,realme Narzo 30 Pro 5G,8,128,256,5000,MediaTek Dimensity 800U Processor,17999
30,realme Narzo 30 Pro 5G,6,64,256,5000,MediaTek Dimensity 800U Processor,14999
31,realme Narzo 30 Pro 5G,6,64,256,5000,MediaTek Dimensity 800U Processor,14999
32,POCO M3,6,128,512,6000,Qualcomm Snapdragon 662 Processor,11999
33,REDMI Note 9,4,64,512,5020,MediaTek Helio G85 Processor,12975
34,SAMSUNG Galaxy F12,4,128,512,6000,Exynos 850 Processor,10999
35,POCO X3,6,64,512,6000,Qualcomm Snapdragon 732G Processor,14999
36,REDMI Note 9,4,64,512,5020,MediaTek Helio G85 Processor,10999
37,realme C25s,4,128,256,6000,MediaTek Helio G85 Processor,10999
38,realme 8 Pro,8,128,256,4500,Qualcomm Snapdragon 720G Processor,19999
39,REDMI Note 10,4,64,512,5000,Qualcomm Snapdragon 678 Processor,13487
40,SAMSUNG Galaxy M31,6,128,512,6000,Samsung Exynos 9 Octa 9611 Processor,16487
41,POCO M2,6,64,512,5000,MediaTek Helio G80 Processor,10499
42,OPPO A53,6,128,256,5000,Qualcomm Snapdragon 460 Processor,12990
43,OPPO A53,4,64,256,5000,Qualcomm Snapdragon 460 Processor,15990
44,Infinix Hot 10S,6,64,256,6000,MediaTek Helio G85 Processor,10999
45,OPPO A53s 5G,8,128,1,5000,MediaTek Dimensity 700 Processor,16990
46,realme 8,8,128,256,5000,MediaTek Helio G95 Processor,15999
47,realme 8,4,128,256,5000,MediaTek Helio G95 Processor,13999
48,SAMSUNG Galaxy M42 5G,6,128,1,5000,Qualcomm Snapdragon 750G octa core Processor,22990
49,POCO X3 Pro,8,128,1,5160,Qualcomm Snapdragon 860 Processor,20999
50,OPPO A53,4,64,256,5000,Qualcomm Snapdragon 460 Processor,13990
51,MOTOROLA G60,6,128,0,6000,Qualcomm Snapdragon 732G Processor,17999
52,MOTOROLA G30,4,64,0,5000,Snapdragon 662 Processor,10999
53,ViVO Y20G,4,64,1,5000,MediaTek Helio G80 Processor,12990
54,MOTOROLA G40 Fusion,6,128,0,6000,Qualcomm Snapdragon 732G Processor,16499
55,REDMI 9 Power,4,128,0,6000,Qualcomm Snapdragon 662 Processor,11999
56,SAMSUNG Galaxy F62,8,128,1,7000,Exynos 9825 Processor,25999
57,ViVO Y30,4,128,256,5000,MediaTek Helio P35 Processor,13990
58,ViVO Y20G,6,128,1,5000,MediaTek Helio G80 Processor,14990
59,ViVO Y20G,4,64,1,5000,MediaTek Helio G80 Processor,12990
60,realme C25s,4,128,256,6000,MediaTek Helio G85 Processor,10999
61,realme X7 5G,8,128,0,4310,MediaTek Dimensity 800U Processor,19999
62,realme X7 5G,6,128,0,4310,MediaTek Dimensity 800U Processor,17999
63,realme 8 Pro,8,128,256,4500,Qualcomm Snapdragon 720G Processor,19999
64,realme 8 Pro,6,128,256,4500,Qualcomm Snapdragon 720G Processor,17999
65,realme 8 Pro,6,128,256,4500,Qualcomm Snapdragon 720G Processor,17999
66,realme C25s,4,128,256,6000,MediaTek Helio G85 Processor,10999
67,OPPO A53,6,128,256,5000,Qualcomm Snapdragon 460 Processor,12990
68,OPPO A31,4,64,256,4230,MediaTek Helio P35 Octa Core Processor,12483
69,OPPO A31,6,128,256,4230,MediaTek Helio P35 Octa Core Processor,12900
70,OPPO A31,4,64,256,4230,MediaTek Helio P35 Octa Core Processor,11163
71,Infinix Hot 10S,6,64,256,6000,MediaTek Helio G85 Processor,10999
72,POCO X3,6,128,512,6000,Qualcomm Snapdragon 732G Processor,16999
73,REDMI 9i,4,128,512,5000,MediaTek Helio G25 Processor,10000
74,ViVO Y51A,8,128,1,5000,Qualcomm Snapdragon 662 Processor,17990
75,ViVO Y51A,8,128,1,5000,Qualcomm Snapdragon 662 Processor,17990
76,Redmi 9,4,128,0,5000,MediaTek Helio G35 Processor,10998
77,REDMI Note 9,4,128,512,5020,MediaTek Helio G85 Processor,12999
78,POCO M2 Pro,6,128,512,5000,Qualcomm Snapdragon 720G Processor,15999
79,POCO X3 Pro,6,128,1,5160,Qualcomm Snapdragon 860 Processor,18999
80,MOTOROLA G30,4,64,0,5000,Snapdragon 662 Processor,10999
81,REDMI 9 Power,6,128,0,6000,Qualcomm Snapdragon 662 Processor,12999
82,REDMI 9 Power,4,128,0,6000,Qualcomm Snapdragon 662 Processor,11999
83,realme X7 5G,8,128,0,4310,MediaTek Dimensity 800U Processor,19999
84,realme 7i,4,128,256,5000,Qualcomm Snapdragon 662 Processor,14999
85,REDMI 9 Power,6,128,0,6000,Qualcomm Snapdragon 662 Processor,12999
86,SAMSUNG Galaxy M31,6,128,512,6000,Samsung Exynos 9 Octa 9611 Processor,16487
87,ViVO Y31,6,128,1,5000,Qualcomm Snapdragon 662 Processor,16490
88,ViVO Y31,6,128,1,5000,Qualcomm Snapdragon 662 Processor,16490
89,SAMSUNG Galaxy F62,8,128,1,7000,Exynos 9825 Processor,25999
90,realme X7 5G,6,128,0,4310,MediaTek Dimensity 800U Processor,17999
91,REDMI Note 10,6,128,512,5000,Qualcomm Snapdragon 678 Processor,16990
92,Infinix Hot 10S,6,64,256,6000,MediaTek Helio G85 Processor,10999
93,POCO X3,6,128,512,6000,Qualcomm Snapdragon 732G Processor,16999
94,OPPO A53s 5G,8,128,1,5000,MediaTek Dimensity 700 Processor,16990
95,POCO M2 Pro,6,64,512,5000,Qualcomm Snapdragon 720G Processor,13999
96,POCO M2 Pro,4,64,512,5000,Qualcomm Snapdragon 720G Processor,12999
97,realme C25,4,64,256,6000,MediaTek Helio G70 Processor,10690
98,realme 7 Pro,8,128,256,4500,Qualcomm Snapdragon 720G Processor,17999
99,REDMI 9 Power,4,128,0,6000,Qualcomm Snapdragon 662 Processor,11999
100,POCO X3 Pro,8,128,1,5160,Qualcomm Snapdragon 860 Processor,20999
101,SAMSUNG Galaxy M31,6,128,512,6000,Samsung Exynos 9 Octa 9611 Processor,16999
102,OPPO A54,4,64,256,5000,MediaTek Helio P35 Processor,13490
103,REDMI 9 Prime,4,64,512,5020,MediaTek Helio G80 Processor,10499
104,SAMSUNG Galaxy F41,6,128,512,6000,Exynos 9611 Processor,14499
105,POCO M2,6,128,512,5000,MediaTek Helio G80 Processor,11499
106,OPPO A54,4,128,256,5000,MediaTek Helio P35 Processor,14490
107,POCO M2 Pro,6,64,512,5000,Qualcomm Snapdragon 720G Processor,13999
108,OPPO F17 Pro,8,128,256,4015,MediaTek Helio P95 Processor,17990
109,OPPO F17 Pro,8,128,256,4015,MediaTek Helio P95 Processor,17990
110,OPPO F17 Pro,8,128,256,4015,MediaTek Helio P95 Processor,17990
111,realme X7 Max,8,128,0,4500,MediaTek Dimensity 1200 Processor,26999
112,SAMSUNG Galaxy F12,4,128,512,6000,Exynos 850 Processor,10999
113,SAMSUNG Galaxy A31,6,128,512,5000,MediaTek MT6768 Octa Core Processor,16999
114,OPPO A54,4,128,256,5000,MediaTek Helio P35 Processor,14490
115,realme 7 Pro,6,128,256,4500,Qualcomm Snapdragon 720G Processor,15999
116,realme 7 Pro,8,128,256,4500,Qualcomm Snapdragon 720G Processor,17999
117,realme 7 Pro,8,128,256,4500,Qualcomm Snapdragon 720G Processor,17999
118,SAMSUNG Galaxy F62,8,128,1,7000,Exynos 9825 Processor,25999
119,OPPO F19,6,128,256,5000,Qualcomm Snapdragon 662 Processor,18990
120,realme 7i,4,128,256,5000,Qualcomm Snapdragon 662 Processor,14999
121,MOTOROLA G60,6,128,0,6000,Qualcomm Snapdragon 732G Processor,17999
122,realme 7,6,64,256,5000,MediaTek Helio G95 Processor,14999
123,ViVO Y30,6,128,256,5000,MediaTek Helio P35 Processor,16990
124,Micromax IN 1,6,128,256,5000,MediaTek Helio G80 Processor,11499
125,Micromax IN 1,6,128,256,5000,MediaTek Helio G80 Processor,11499
126,POCO M2 Pro,6,64,512,5000,Qualcomm Snapdragon 720G Processor,13999
127,POCO M2 Pro,6,128,512,5000,Qualcomm Snapdragon 720G Processor,15999
128,Micromax IN 1,6,128,256,5000,MediaTek Helio G80 Processor,11499
129,POCO M2 Pro,6,128,512,5000,Qualcomm Snapdragon 720G Processor,15999
130,ViVO Y20A,3,64,256,5000,Qualcomm Snapdragon 439 Processor,12099
131,realme 7,6,64,256,5000,MediaTek Helio G95 Processor,14999
132,OPPO F19 Pro,8,256,256,4310,MediaTek Helio P95 MT6779V Processor,23490
133,realme Narzo 20 Pro,6,64,256,4500,MediaTek Helio G95 Processor,14999
134,realme Narzo 20 Pro,6,64,256,4500,MediaTek Helio G95 Processor,14999
135,realme 7 Pro,6,128,256,4500,Qualcomm Snapdragon 720G Processor,17999
136,REDMI Note 10,4,64,512,5000,Qualcomm Snapdragon 678 Processor,13366
137,SAMSUNG Galaxy F41,6,128,512,6000,Exynos 9611 Processor,14499
138,MOTOROLA G40 Fusion,4,64,0,6000,Qualcomm Snapdragon 732G Processor,14499
139,POCO M2 Pro,6,128,512,5000,Qualcomm Snapdragon 720G Processor,15999
140,MOTOROLA G9 Power,4,64,512,6000,Qualcomm Snapdragon 662 Processor,11999
141,POCO X3,8,128,512,6000,Qualcomm Snapdragon 732G Processor,18999
142,OPPO A54,4,64,256,5000,MediaTek Helio P35 Processor,13490
143,OPPO A54,4,64,256,5000,MediaTek Helio P35 Processor,13490
144,OPPO A31,6,128,256,4230,MediaTek Helio P35 Octa Core Processor,12690
145,SAMSUNG Galaxy M31,6,64,512,6000,Samsung Exynos 9 Octa 9611 Processor,16199
146,SAMSUNG Galaxy M11,4,64,512,5000,Qualcomm Snapdragon SDM450F01 Octa Core Processor,10088
147,SAMSUNG Galaxy M42 5G,6,128,1,5000,Qualcomm Snapdragon 750G octa core Processor,22990
148,realme 3i,4,64,256,4230,MediaTek Helio P60 Octa Core 20 GHz Processor,10499
149,Tecno POVA,4,64,256,6000,MediaTek Helio G80 Processor,10499
150,SAMSUNG Galaxy M31,6,128,512,6000,Samsung Exynos 9 Octa 9611 Processor,16999
151,ViVO V21 5G,8,256,0,4000,MediaTek Dimensity 800U Processor,32990
152,SAMSUNG Galaxy M31,6,64,512,6000,Samsung Exynos 9 Octa 9611 Processor,16145
153,REDMI 9 Power,4,128,0,6000,Qualcomm Snapdragon 662 Processor,11999
154,REDMI Note 10,6,128,512,5000,Qualcomm Snapdragon 678 Processor,16389
155,SAMSUNG Galaxy M21,4,64,512,6000, Exynos 9611Octa Core processor Processor,13545
156,realme 7,8,128,256,5000,MediaTek Helio G95 Processor,17999
157,realme 7,8,128,256,5000,MediaTek Helio G95 Processor,17999
158,REDMI Note 9,6,128,512,5020,MediaTek Helio G85 Processor,13999
159,Mi 10i,8,128,0,4820,Qualcomm Snapdragon 750G Processor,25217
160,ViVO V21 5G,8,256,0,4000,MediaTek Dimensity 800U Processor,32990
161,ViVO V21 5G,8,128,0,4000,MediaTek Dimensity 800U Processor,29990
162,ViVO V21 5G,8,128,0,4000,MediaTek Dimensity 800U Processor,29990
163,ViVO V21 5G,8,128,0,4000,MediaTek Dimensity 800U Processor,29990
164,OPPO F19 Pro,8,128,256,4310,MediaTek Helio P95 MT6779V Processor,23990
165,OPPO F19 Pro,8,128,256,4310,MediaTek Helio P95 MT6779V Processor,21490
166,REDMI Note 10 Pro Max,6,128,512,5020,Qualcomm Snapdragon 732G Processor,21495
167,realme Narzo 20 Pro,8,128,256,4500,MediaTek Helio G95 Processor,16999
168,ViVO Y20i,3,64,256,5000,Qualcomm Snapdragon 460 Processor,11490
169,REDMI Note 10 Pro,6,64,512,5020,Qualcomm Snapdragon 732G Processor,17888
170,MOTOROLA G40 Fusion,6,128,0,6000,Qualcomm Snapdragon 732G Processor,16499
171,MOTOROLA G40 Fusion,6,128,0,6000,Qualcomm Snapdragon 732G Processor,16499
172,ViVO Z1Pro,6,128,256,5000,Qualcomm Snapdragon 712 AIE Octa Core 23GHz Processor,17990
173,Infinix Zero 8i,8,128,256,4500,MediaTek Helio G90T Processor,14999
174,Infinix Zero 8i,8,128,256,4500,MediaTek Helio G90T Processor,14999
175,REDMI 9 Power,6,128,0,6000,Qualcomm Snapdragon 662 Processor,12999
176,OPPO F19 Pro+ 5G,8,128,256,4310,MediaTek Dimensity 800U Processor,25990
177,SAMSUNG Galaxy A12,4,64,1,5000,Mediatek Helio P35 MT6765 Processor,12999
178,realme X7 Max,12,256,0,4500,MediaTek Dimensity 1200 Processor,29999
179,SAMSUNG Galaxy M21,4,64,512,6000, Exynos 9611Octa Core processor Processor,14199
180,ViVO Y73,8,128,0,4000,MediaTek Helio G95 Processor,20990
181,REDMI Note 9,4,128,512,5020,MediaTek Helio G85 Processor,13299
182,Redmi 9,4,64,0,5000,MediaTek Helio G35 Processor,10999
183,SAMSUNG Galaxy A51,8,128,512,4000,Exynos 9611 Processor,22499
184,SAMSUNG Galaxy A31,6,128,512,5000,MediaTek MT6768 Octa Core Processor,16999
185,REDMI Note 9,4,64,512,5020,MediaTek Helio G85 Processor,14600
186,POCO M2 Pro,6,64,512,5000,Qualcomm Snapdragon 720G Processor,13999
187,MOTOROLA G40 Fusion,4,64,0,6000,Qualcomm Snapdragon 732G Processor,14499
188,REDMI Note 10S,6,128,0,5000,MediaTek Helio G95 Processor,16928
189,REDMI Note 10S,6,128,0,5000,MediaTek Helio G95 Processor,17690
190,POCO X3,8,128,512,6000,Qualcomm Snapdragon 732G Processor,18999
191,SAMSUNG Galaxy M11,3,32,512,5000,Qualcomm Snapdragon SDM450F01 Octa Core Processor,10339
192,SAMSUNG Galaxy F02s,3,32,1,5000,Qualcomm Snapdragon 450 SDM450F01 Processor,10499
193,realme X7 Max,8,128,0,4500,MediaTek Dimensity 1200 Processor,26999
194,realme X3 SuperZoom,12,256,0,4200,Qualcomm Snapdragon 855 Processor,26999
195,realme X3 SuperZoom,8,256,0,4200,Qualcomm Snapdragon 855 Processor,23999
196,REDMI Note 10S,6,64,0,5000,MediaTek Helio G95 Processor,15945
197,ViVO Y73,8,128,0,4000,MediaTek Helio G95 Processor,20990
198,SAMSUNG Galaxy M31,8,128,512,6000,Samsung Exynos 9 Octa 9611 Processor,18990
199,Redmi 8,4,64,512,5000,Qualcomm Snapdragon 439 Processor,10275
200,SAMSUNG Galaxy M21,4,64,512,6000, Exynos 9611Octa Core processor Processor,13744
201,SAMSUNG Galaxy F62,6,128,1,7000,Exynos 9825 Processor,23999
202,ViVO Z1Pro,6,128,256,5000,Qualcomm Snapdragon 712 AIE Octa Core 23GHz Processor,17990
203,Mi 10i,6,128,0,4820,Qualcomm Snapdragon 750G Processor,22899
204,realme X7 Max,12,256,0,4500,MediaTek Dimensity 1200 Processor,29999
205,realme X7 Max,8,128,0,4500,MediaTek Dimensity 1200 Processor,26999
206,REDMI 9 Prime,4,64,512,5020,MediaTek Helio G80 Processor,10787
207,REDMI Note 10 Pro,6,64,512,5020,Qualcomm Snapdragon 732G Processor,17990
208,ASUS ROG Phone 5,8,128,0,6000,Qualcomm Snapdragon 888 SM8350 Processor,49999
209,OPPO A54,6,128,256,5000,MediaTek Helio P35 Processor,15990
210,OPPO A54,6,128,256,5000,MediaTek Helio P35 Processor,15990
211,SAMSUNG Galaxy A51,8,128,512,4000,Exynos 9611 Processor,22499
212,realme 3i,4,64,256,4230,MediaTek Helio P60 Octa Core 20 GHz Processor,10499
213,realme X3 SuperZoom,12,256,0,4200,Qualcomm Snapdragon 855 Processor,26999
214,realme X3 SuperZoom,8,256,0,4200,Qualcomm Snapdragon 855 Processor,23999
215,REDMI Note 9,4,64,512,5020,MediaTek Helio G85 Processor,12999
216,realme 5 Pro,8,128,256,4035,Qualcomm Snapdragon SDM712 Octa Core 23 GHz Processor,16999
217,Redmi 8,4,64,512,5000,Qualcomm Snapdragon 439 Processor,10999
218,POCO M3 Pro 5G,4,64,1,5000,MediaTek Dimensity 700 Processor,13499
219,OPPO Reno5 Pro 5G,8,128,0,4350,MediaTek Dimensity 1000 MT6889 Processor,35990
220,OPPO Reno5 Pro 5G,8,128,0,4350,MediaTek Dimensity 1000 MT6889 Processor,35990
221,Redmi Note 9 Pro,4,64,512,5020,Qualcomm Snapdragon 720G Processor,14450
222,OPPO F19,6,128,256,5000,Qualcomm Snapdragon 662 Processor,18990
223,OPPO F19,6,128,256,5000,Qualcomm Snapdragon 662 Processor,18990
224,REDMI Note 10S,6,128,0,5000,MediaTek Helio G95 Processor,16745
225,POCO M3 Pro 5G,4,64,1,5000,MediaTek Dimensity 700 Processor,13499
226,Redmi 8,4,64,512,5000,Qualcomm Snapdragon 439 Processor,10999
227,SAMSUNG M02s,4,64,0,5000,Qualcomm Snapdragon 450 Processor,10199
228,ViVO V20 SE,8,128,1,4100,Qualcomm Snapdragon 665 Processor,19990
229,OPPO F19,6,128,256,5000,Qualcomm Snapdragon 662 Processor,18990
230,OPPO F19,6,128,256,5000,Qualcomm Snapdragon 662 Processor,18990
231,REDMI Note 10S,6,128,0,5000,MediaTek Helio G95 Processor,16745
232,ViVO X60 Pro,12,256,0,4200,Qualcomm Snapdragon 870 Processor,49990
233,OPPO F17,6,128,0,4015,Qualcomm Snapdragon 662 Processor,16990
234,SAMSUNG M02s,4,64,0,5000,Qualcomm Snapdragon 450 Processor,10390
235,OPPO A5s,4,64,256,4230,MediaTek Helio P35 Processor,10990
236,SAMSUNG Galaxy A12,4,64,1,5000,Mediatek Helio P35 MT6765 Processor,12999
